TILT,TIME
-0.096992,31863
-0.111648,31866
-0.12657,31870
-0.118309,31873
-0.110582,31876
-0.124038,31880
-0.119375,31883
-0.092596,31887
-0.085801,31890
-0.099923,31894
-0.094461,31897
-0.074743,31901
-0.079006,31904
-0.098724,31908
-0.100723,31911
-0.073677,31914
-0.061553,31918
-0.077274,31921
-0.097792,31925
-0.078873,31928
-0.055158,31932
-0.066616,31935
-0.080338,31939
-0.063551,31942
-0.03011,31946
-0.033175,31949
-0.0437,31952
-0.03504,31956
-0.003331,31959
0.013456,31963
0.00866,31966
0.012124,31970
0.038637,31973
0.064351,31977
0.066482,31980
0.073677,31984
0.094727,31987
0.109783,31990
0.11338,31994
0.114845,31997
0.133498,32001
0.144822,32004
0.149619,32008
0.15175,32011
0.163874,32015
0.167738,32018
0.159078,32022
0.159877,32025
0.172002,32028
0.183593,32032
0.178663,32035
0.171069,32039
0.173067,32042
0.172002,32046
0.161743,32049
0.154015,32053
0.159211,32056
0.169603,32060
0.166672,32063
0.152683,32066
0.145622,32070
0.147487,32073
0.145755,32077
0.132965,32080
0.129101,32084
0.129101,32087
0.124305,32091
0.10885,32094
0.098724,32098
0.091663,32101
0.09566,32104
0.086467,32108
0.079672,32111
0.06928,32115
0.063551,32118
0.056224,32122
0.050095,32125
0.0429,32129
0.040502,32132
0.038904,32136
0.02598,32144
0.014123,32154
0.014123,32164
0.010525,32174
0.004397,32184
-0.002531,32194
0.00413,32204
-0.019985,32214
-0.013057,32224
-0.037971,32234
-0.055025,32244
-0.06142,32254
-0.079672,32264
-0.095394,32274
-0.110049,32284
0.076741,32294
0.551044,32304
0.137228,32314
0.003997,32324
0.251008,32334
0.371049,32344
0.222363,32354
0.172534,32364
0.190521,32374
0.185991,32384
0.106452,32394
0.128701,32404
0.069413,32414
0.154815,32424
0.197715,32434
0.124838,32444
0.112847,32454
0.233821,32464
0.135363,32474
0.236752,32484
0.203178,32494
0.124971,32504
0.105652,32514
0.168404,32524
0.281518,32534
0.138028,32544
0.04783,32554
0.074876,32564
0.005596,32574
-0.019319,32584
-0.03917,32594
-0.059554,32604
-0.045432,32614
-0.061819,32624
-0.08287,32634
-0.101256,32644
-0.122173,32654
-0.137894,32664
-0.158279,32674
-0.158279,32684
-0.124172,32694
-0.094594,32704
-0.075142,32714
-0.066616,32724
-0.034773,32734
-0.034107,32744
-0.0441,32754
-0.043034,32764
-0.03091,32774
-0.047564,32784
-0.042234,32794
-0.039303,32804
-0.050628,32814
-0.063152,32824
-0.068614,32834
-0.042234,32844
-0.056623,32854
-0.060887,32864
-0.040502,32874
-0.044632,32884
-0.043034,32894
-0.063685,32904
-0.071012,32914
-0.095127,32924
-0.09939,32934
-0.098724,32944
-0.073144,32954
-0.055557,32964
-0.062752,32974
-0.056224,32984
-0.057822,32994
-0.049296,33004
-0.037704,33014
-0.040902,33024
-0.040902,33034
-0.032508,33044
-0.039303,33054
-0.028911,33064
-0.006262,33074
0.020384,33084
0.029311,33094
0.03091,33104
0.033175,33114
0.037038,33124
0.024381,33134
0.014655,33144
0.018253,33154
0.021983,33164
0.010259,33174
0.006928,33184
0.024248,33194
0.035839,33204
0.031842,33214
0.016254,33224
0.012257,33234
0.030377,33244
0.012257,33254
-0.028645,33264
-0.030776,33274
-0.040236,33284
-0.085668,33294
-0.109383,33304
-0.081138,33314
-0.071678,33324
-0.070879,33334
-0.068614,33344
-0.063951,33354
-0.047963,33364
-0.044899,33374
-0.037438,33384
-0.026779,33394
-0.005462,33404
0.003597,33414
0.011191,33424
0.001332,33434
0.006928,33444
0.023715,33454
0.024914,33464
0.026113,33474
0.042634,33484
0.047031,33494
0.0433,33504
0.050628,33514
0.05649,33524
0.05609,33534
0.063285,33544
0.050894,33554
0.0441,33564
0.037305,33574
0.030377,33584
0.022916,33594
0.017054,33604
0.001998,33614
-0.006795,33624
-0.015322,33634
-0.011458,33644
-0.00826,33654
-0.006395,33664
-0.015455,33674
-0.009992,33684
-0.00826,33694
0.001466,33704
0.000533,33714
-0.005196,333
-0.000666,337
0.007328,340
0.013323,344
0.014123,347
0.015855,350
0.019985,354
0.021983,357
0.033308,361
0.032908,364
0.038904,367
0.041435,371
0.0441,374
0.042368,378
0.034907,381
0.024515,385
0.012524,388
0.00493,391
-0.007461,395
-0.015188,398
-0.025047,402
-0.021583,405
-0.017054,408
-0.012524,412
-0.01359,415
-0.00493,419
-0.001066,422
0.008793,426
0.011591,429
0.012257,432
0.006928,436
-0.00373,439
-0.016387,443
-0.031309,446
-0.039037,450
-0.049162,453
-0.054891,457
-0.049162,460
-0.040502,463
-0.014922,467
0.0004,470
0.024381,474
0.036372,477
0.039836,481
0.0441,484
0.036905,488
0.036639,491
0.017587,494
-0.008394,498
-0.034374,501
-0.068348,505
-0.081271,514
-0.02145,524
0.064617,534
0.089265,544
0.018253,554
-0.0437,564
-0.058222,574
-0.033841,584
-0.012391,594
-0.029577,604
-0.066083,614
-0.059954,624
-0.027046,634
-0.012124,644
-0.023715,654
-0.054891,664
-0.05276,674
-0.023582,684
0.006262,694
0.006795,704
-0.024648,714
-0.028511,724
-0.004663,734
0.014789,744
0.038904,754
0.047031,764
0.042634,774
0.052893,784
0.059021,794
0.069813,804
0.062086,814
0.036372,824
0.009326,834
0.003997,844
0.002798,854
-0.000133,864
-0.026513,874
-0.037571,884
-0.023582,894
-0.01279,904
-0.012923,914
-0.034773,924
-0.030643,934
-0.015988,944
-0.003331,954
-0.003198,964
0.003464,974
0.013323,984
0.031842,994
0.042368,1004
0.041701,1014
0.027179,1024
0.022649,1034
0.023582,1044
0.02225,1054
0.004796,1064
-0.001466,1074
0.0004,1084
0.003064,1094
0.006262,1104
0.018253,1114
0.015455,1124
0.013323,1134
-0.002798,1144
-0.015588,1154
-0.012524,1164
-0.002531,1174
-0.005995,1184
-0.01319,1194
-0.018919,1204
-0.021717,1214
-0.024515,1224
-0.032508,1234
-0.035306,1244
-0.032109,1254
-0.015322,1264
0.002798,1274
0.006928,1284
0.002931,1294
-0.004263,1304
-0.009326,1314
-0.002931,1324
-0.001466,1334
-0.007861,1344
-0.014655,1354
-0.018386,1364
-0.019319,1374
-0.017453,1384
-0.014123,1394
-0.006928,1404
-0.001332,1414
-0.002665,1424
-0.001599,1434
0.00373,1444
0.008793,1454
0.012923,1464
0.01279,1474
0.009726,1484
0.007861,1494
0.005063,1504
0.008527,1514
0.014522,1524
0.015588,1534
0.006795,1544
0.00373,1554
0.006262,1564
0.003064,1574
0.006928,1584
-0.001998,1594
0.001332,1604
0.007328,1614
0.00373,1624
-0.004796,1634
-0.020384,1644
-0.024781,1654
-0.017587,1664
-0.01279,1674
-0.005862,1684
-0.001998,1694
0.006395,1704
0.015455,1714
0.025181,1724
0.016121,1734
0.001199,1744
-0.002265,1754
-0.006395,1764
-0.001865,1774
-0.003997,1784
0.001998,1794
0.000533,1804
0.002132,1814
-0.001066,1824
0.000133,1834
0.002931,1844
0.001066,1854
0.001732,1864
-0.023715,1874
-0.005196,1884
-0.083802,1894
-0.091263,1904
-0.058355,1914
0.029178,1924
0.04743,1934
0.103787,1944
0.091263,1954
0.073144,1964
0.06062,1974
0.037571,1984
0.018386,1994
-0.005862,2004
-0.014922,2014
-0.015855,2024
-0.013989,2034
0.0004,2044
0.01692,2054
0.021583,2064
0.02145,2074
0.026513,2084
0.022516,2094
0.010126,2104
0.010126,2114
0.007594,2124
-0.003198,2134
-0.01279,2144
-0.011991,2154
0.006262,2164
0.028511,2174
0.030776,2184
0.035306,2194
0.028112,2204
0.022783,2214
0.029044,2224
0.008527,2234
-0.010259,2244
-0.020917,2254
-0.013989,2264
0.016521,2274
0.033841,2284
0.028778,2294
0.024648,2304
0.022916,2314
0.031975,2324
0.038104,2334
0.046231,2344
0.049296,2354
0.032908,2364
0.01692,2374
0.009193,2384
-0.005196,2394
-0.015322,2404
-0.024781,2414
-0.014655,2424
0.010658,2434
0.023715,2444
0.020384,2454
-0.005995,2464
-0.022916,2474
-0.021317,2484
-0.03544,2494
-0.042368,2504
-0.052893,2514
-0.052626,2524
-0.022516,2534
0.006395,2544
0.024515,2554
0.020118,2564
-0.001466,2574
-0.010259,2584
-0.00826,2594
-0.010392,2604
-0.018519,2614
-0.041835,2624
-0.046098,2634
-0.025714,2644
-0.016521,2654
-0.007461,2664
-0.005729,2674
-0.006795,2684
0.008127,2694
0.018652,2704
0.013323,2714
0.001332,2724
-0.009859,2734
-0.009593,2744
0.00373,2754
-0.001732,2764
-0.011058,2774
-0.007194,2784
0.007861,2794
0.01359,2804
-0.000133,2814
-0.004397,2824
0.007861,2834
0.008127,2844
-0.0004,2854
-0.00453,2864
-0.006129,2874
-0.003597,2884
-0.006262,2894
-0.01772,2904
-0.020784,2914
-0.012524,2924
-0.00373,2934
-0.005995,2944
-0.008926,2954
-0.007861,2964
0.007594,2974
0.009459,2984
-0.008394,2994
-0.022116,3004
-0.012923,3014
0.003597,3024
0.007194,3034
-0.007061,3044
-0.017187,3054
-0.003997,3064
0.019452,3074
0.027845,3084
0.006928,3094
-0.006262,3104
0.003464,3114
0.011458,3124
0.014123,3134
0.001466,3144
-0.004796,3154
0.00493,3164
0.013856,3174
0.018386,3184
0.017853,3194
0.006795,3204
-0.013456,3214
-0.019718,3224
-0.013057,3234
-0.008527,3244
-0.008793,3254
-0.012923,3264
-0.015188,3274
-0.007461,3284
0.006662,3294
0.008793,3304
-0.005995,3314
-0.021317,3324
-0.016387,3334
0.001599,3344
0.008793,3354
0.00413,3364
-0.008926,3374
-0.000266,3384
0.017453,3394
0.019052,3404
0.003331,3414
-0.017453,3424
-0.016387,3434
0.00493,3444
0.016121,3454
0.004796,3464
-0.015055,3474
-0.009726,3484
0.00866,3494
0.016121,3504
0.002665,3514
-0.014123,3524
-0.010392,3534
-0.001865,3544
0.003064,3554
0.000133,3564
-0.007194,3574
-0.012257,3584
-0.001865,3594
0.003198,3604
0.003064,3614
-0.003464,3624
-0.00826,3634
-0.004796,3644
0.001332,3654
0.008127,3664
-0.001732,3674
-0.006928,3684
-0.001199,3694
0.006795,3704
0.010126,3714
0.00413,3724
-0.009726,3734
-0.009859,3744
0.005862,3754
0.006662,3764
-0.001199,3774
-0.004263,3784
0.003997,3794
0.00493,3804
-0.00373,3814
-0.010792,3824
0.003597,3834
0.005329,3844
-0.005462,3854
-0.005596,3864
0.000266,3874
0.003597,3884
-0.000533,3894
-0.00413,3904
-0.005862,3914
-0.002531,3924
0.001466,3934
0.00373,3944
0.005063,3954
0.001998,3964
-0.000266,3974
-0.000799,3984
0.000933,3994
0,4004
-0.000133,4014
-0.000933,4024
-0.003597,4034
-0.001332,4044
0.001599,4054
0.002665,4064
0.006662,4074
-0.001466,4084
0.000799,4094
0.002265,4104
0.004796,4114
0.000133,4124
-0.002132,4134
0.002931,4144
0.006395,4154
0.004397,4164
-0.002665,4174
-0.000933,4184
0.001599,4194
0.003597,4204
0.008127,4214
-0.001865,4224
-0.006528,4234
-0.006928,4244
0.001332,4254
0.001599,4264
-0.006662,4274
-0.005063,4284
-0.001199,4294
0.008793,4304
0.013723,4314
0.008926,4324
-0.000666,4334
-0.000933,4344
-0.001998,4354
-0.000533,4364
0.001599,4374
0.0004,4384
0.003464,4394
0.009459,4404
0.01279,4414
0.009593,4424
0.002531,4434
0.006795,4444
0.010126,4454
0.010525,4464
0.005729,4474
-0.001865,4484
-0.003331,4494
0.008527,4504
0.011591,4514
0.006395,4524
0.000133,4534
-0.001865,4544
0.001466,4554
0.008793,4564
0.007194,4574
-0.005329,4584
-0.007994,4594
0,4604
0.005862,4614
0.001199,4624
-0.005196,4634
-0.001466,4644
0.002132,4654
0.00373,4664
-0.001865,4674
-0.003597,4684
-0.001998,4694
-0.001199,4704
-0.001599,4714
-0.003198,4724
-0.001599,4734
-0.0004,4744
0.003597,4754
-0.00453,4764
-0.005196,4774
-0.010392,4784
-0.012391,4794
-0.008527,4804
-0.004663,4814
-0.001865,4824
-0.008127,4834
-0.010525,4844
-0.003997,4854
0.0004,4864
-0.001332,4874
-0.006129,4884
-0.014256,4894
-0.005329,4904
-0.002931,4914
-0.001199,4924
-0.002132,4934
-0.005995,4944
-0.001599,4954
0.005862,4964
0.001066,4974
-0.010126,4984
-0.010658,4994
0.00453,5004
0.008926,5014
0.000533,5024
-0.003997,5034
0.005462,5044
0.020651,5054
0.024648,5064
0.017187,5074
0.018119,5084
0.028245,5094
0.035573,5104
0.037571,5114
0.038904,5124
0.029844,5134
0.03051,5144
0.033175,5154
0.033574,5164
0.024781,5174
0.023049,5184
0.032775,5194
0.041701,5204
0.045299,5214
0.045299,5224
0.0429,5234
0.044766,5244
0.043167,5254
0.03544,5264
0.028911,5274
0.02558,5284
0.027979,5294
0.033974,5304
0.045432,5314
0.062086,5324
0.067681,5334
0.074609,5344
0.080738,5354
0.072345,5364
0.067149,5374
0.06102,5384
0.055424,5394
0.040636,5404
0.046231,5414
0.050361,5424
0.054358,5434
0.070346,5444
0.075009,5454
0.071945,5464
0.072744,5474
0.07341,5484
0.076475,5494
0.076608,5504
0.08327,5514
0.080072,5524
0.086734,5534
0.079672,5544
0.085668,5554
0.090331,5564
0.087799,5574
0.089132,5584
0.087666,5594
0.093262,5604
0.102588,5614
0.09979,5624
0.095793,5634
0.085801,5644
0.085934,5654
0.089531,5664
0.096726,5674
0.103787,5684
0.122573,5694
0.127369,5704
0.12577,5714
0.118975,5724
0.116844,5734
0.105652,5744
0.085135,5754
0.085135,5764
0.075675,5774
0.064084,5784
0.075542,5794
0.083802,5804
0.099923,5814
0.129634,5824
0.143623,5834
0.131766,5844
0.110315,5854
0.104986,5864
0.09566,5874
0.080871,5884
0.087533,5894
0.100057,5904
0.097792,5914
0.102721,5924
0.1307,5934
0.123772,5944
0.135496,5954
0.15628,5964
0.140692,5974
0.131366,5984
0.099657,5994
0.092596,6004
0.085801,6014
0.103254,6024
0.098591,6034
0.11751,6044
0.12657,6054
0.149485,6064
0.17027,6074
0.18306,6084
0.184126,6094
0.164274,6104
0.149885,6114
0.142158,6124
0.138294,6134
0.120175,6144
0.111648,6154
0.10059,6164
0.097525,6174
0.10885,6184
0.098058,6194
0.09526,6204
0.089531,6214
0.109116,6224
0.114712,6234
0.122839,6244
0.106851,6254
0.102988,6264
0.103387,6274
0.117243,6284
0.116577,6294
0.113779,6304
0.105519,6314
0.102588,6324
0.100456,6334
0.093395,6344
0.090198,6354
0.080472,6364
0.071012,6374
0.073677,6384
0.079006,6394
0.084069,6404
0.077407,6414
0.083669,6424
0.077674,6434
0.06515,6444
0.059821,6454
0.050361,6464
0.045565,6474
0.057822,6484
0.077674,6494
0.084202,6504
0.081671,6514
0.078873,6524
0.085002,6534
0.088066,6544
0.081804,6554
0.05276,6564
0.038237,6574
0.035972,6584
0.049162,6594
0.061553,6604
0.046897,6614
0.054625,6624
0.079406,6634
0.104453,6644
0.10472,6654
0.107118,6664
0.125904,6674
0.13936,6684
0.124438,6694
0.11258,6704
0.112714,6714
0.107251,6724
0.084202,6734
0.077541,6744
0.083003,6754
0.095926,6764
0.07874,6774
0.068481,6784
0.071945,6794
0.087933,6804
0.083936,6814
0.063285,6824
0.059821,6834
0.074609,6844
0.079006,6854
0.062885,6864
0.057822,6874
0.067815,6884
0.074609,6894
0.068214,6904
0.062885,6914
0.075142,6924
0.089132,6934
0.099657,6944
0.098858,6954
0.098325,6964
0.113247,6974
0.122972,6984
0.11298,6994
0.099524,7004
0.096326,7014
0.103254,7024
0.089798,7034
0.08327,7044
0.084735,7054
0.094994,7064
0.107251,7074
0.093662,7084
0.085534,7094
0.085002,7104
0.091397,7114
0.107384,7124
0.092995,7134
0.095527,7144
0.085002,7154
0.105652,7164
0.115911,7174
0.116311,7184
0.11338,7194
0.105253,7204
0.096326,7214
0.097259,7224
0.104853,7234
0.113779,7244
0.119775,7254
0.109916,7264
0.099923,7274
0.09073,7284
0.088599,7294
0.099257,7304
0.10059,7314
0.091796,7324
0.083536,7334
0.09073,7344
0.091397,7354
0.092596,7364
0.094594,7374
0.102055,7384
0.097525,7394
0.085135,7404
0.076208,7414
0.072611,7424
0.060354,7434
0.043167,7444
0.042368,7454
0.067015,7464
0.079139,7474
0.082737,7484
0.085934,7494
0.09979,7504
0.11338,7514
0.102721,7524
0.102855,7534
0.111781,7544
0.123772,7554
0.120708,7564
0.111115,7574
0.118176,7584
0.142557,7594
0.14802,7604
0.144289,7614
0.151084,7624
0.162942,7634
0.17853,7644
0.177997,7654
0.164407,7664
0.160144,7674
0.150152,7684
0.162009,7694
0.167472,7704
0.165207,7714
0.162809,7724
0.151351,7734
0.144289,7744
0.146021,7754
0.147354,7764
0.150018,7774
0.162809,7784
0.183593,7794
0.196383,7804
0.198781,7814
0.191587,7824
0.179063,7834
0.163075,7844
0.151617,7854
0.146688,7864
0.136828,7874
0.126436,7884
0.120041,7894
0.12577,7904
0.116178,7914
0.088732,7924
0.060887,7934
0.050228,7944
0.025447,7954
0.011991,7964
0.035173,7974
0.017054,7984
-0.013856,7994
0.007328,8004
-0.000133,8014
-0.005596,8024
0.043167,8034
0.046231,8044
0.069147,8054
0.116844,8064
0.112181,8074
0.145089,8084
0.171735,8094
0.144689,8104
0.116444,8114
0.098058,8124
0.054891,8134
0.002798,8144
-0.024648,8154
-0.047164,8164
-0.057822,8174
-0.050095,8184
-0.041701,8194
-0.024515,8204
-0.012124,8214
-0.010126,8224
-0.003597,8234
-0.019718,8244
-0.045432,8254
-0.084069,8264
-0.124172,8274
-0.116178,8284
-0.12164,8294
-0.104853,8304
-0.096326,8314
-0.07874,8324
-0.047031,8334
-0.040502,8344
-0.028112,8354
-0.012923,8364
-0.014123,8374
-0.025314,8384
-0.0437,8394
-0.057689,8404
-0.061553,8414
-0.068348,8424
-0.071678,8434
-0.075809,8444
-0.067282,8454
-0.054092,8464
-0.041302,8474
-0.028112,8484
-0.025314,8494
-0.033841,8504
-0.040369,8514
-0.045832,8524
-0.042501,8534
-0.040103,8544
-0.041968,8554
-0.04783,8564
-0.05236,8574
-0.044632,8584
-0.031443,8594
-0.01772,8604
-0.010925,8614
-0.013323,8624
-0.00866,8634
-0.013057,8644
-0.032242,8654
-0.059421,8664
-0.072345,8674
-0.062086,8684
-0.047164,8694
-0.032642,8704
-0.022649,8714
-0.020518,8724
-0.029444,8734
-0.031975,8744
-0.017986,8754
-0.017853,8764
-0.025847,8774
-0.026513,8784
-0.05276,8794
-0.063685,8804
-0.071279,8814
-0.06102,8824
-0.05196,8834
-0.057023,8844
-0.060354,8854
-0.056357,8864
-0.042501,8874
-0.037838,8884
-0.068214,8894
-0.094994,8904
-0.108983,8914
-0.107518,8924
-0.109783,8934
-0.132965,8944
-0.123106,8954
-0.096459,8964
-0.077541,8974
-0.093395,8984
-0.118309,8994
-0.117377,9004
-0.114312,9014
-0.121107,9024
-0.145489,9034
-0.128701,9044
-0.10432,9054
-0.085002,9064
-0.093262,9074
-0.101256,9084
-0.069413,9094
-0.054225,9104
-0.076342,9114
-0.118443,9124
-0.135496,9134
-0.120308,9144
-0.09566,9154
-0.101389,9164
-0.124172,9174
-0.13483,9184
-0.122839,9194
-0.136562,9204
-0.146288,9214
-0.146821,9224
-0.132698,9234
-0.101655,9244
-0.088066,9254
-0.101522,9264
-0.125237,9274
-0.152683,9284
-0.170802,9294
-0.167871,9304
-0.14309,9314
-0.131766,9324
-0.132432,9334
-0.13936,9344
-0.129234,9354
-0.131632,9364
-0.125504,9374
-0.120708,9384
-0.124038,9394
-0.127103,9404
-0.132299,9414
-0.136828,9424
-0.1299,9434
-0.134031,9444
-0.149086,9454
-0.159078,9464
-0.153083,9474
-0.135629,9484
-0.117243,9494
-0.119242,9504
-0.116044,9514
-0.113779,9524
-0.102322,9534
-0.086067,9544
-0.09073,9554
-0.099923,9564
-0.121374,9574
-0.138694,9584
-0.137894,9594
-0.125104,9604
-0.112314,9614
-0.101389,9624
-0.098191,9634
-0.094594,9644
-0.097126,9654
-0.095394,9664
-0.088865,9674
-0.102988,9684
-0.12124,9694
-0.122573,9704
-0.12577,9714
-0.135629,9724
-0.115511,9734
-0.099657,9744
-0.092862,9754
-0.080871,9764
-0.075542,9774
-0.084469,9784
-0.08247,9794
-0.076475,9804
-0.083136,9814
-0.087266,9824
-0.095127,9834
-0.09566,9844
-0.08207,9854
-0.079139,9864
-0.073677,9874
-0.078873,9884
-0.089132,9894
-0.092729,9904
-0.085135,9914
-0.089132,9924
-0.091397,9934
-0.107651,9944
-0.114712,9954
-0.11258,9964
-0.119908,9974
-0.130034,9984
-0.139893,9994
-0.135896,10004
-0.123505,10014
-0.111115,10024
-0.101789,10034
-0.10845,10044
-0.106585,10054
-0.10019,10064
-0.098991,10074
-0.106052,10084
-0.120041,10094
-0.109783,10104
-0.101789,10114
-0.09566,10124
-0.104054,10134
-0.117643,10144
-0.111515,10154
-0.093262,10164
-0.093395,10174
-0.09606,10184
-0.101922,10194
-0.120974,10204
-0.115645,10214
-0.096726,10224
-0.096593,10234
-0.100856,10244
-0.100456,10254
-0.101922,10264
-0.09193,10274
-0.073011,10284
-0.069813,10294
-0.080205,10304
-0.093528,10314
-0.102721,10324
-0.102455,10334
-0.094727,10344
-0.093795,10354
-0.103521,10364
-0.107518,10374
-0.110982,10384
-0.104587,10394
-0.093662,10404
-0.091663,10414
-0.098991,10424
-0.106985,10434
-0.107784,10444
-0.101522,10454
-0.090597,10464
-0.079006,10474
-0.062086,10484
-0.06102,10494
-0.061153,10504
-0.057023,10514
-0.067948,10524
-0.07834,10534
-0.074743,10544
-0.072877,10554
-0.08247,10564
-0.093262,10574
-0.102588,10584
-0.107917,10594
-0.101655,10604
-0.080738,10614
-0.064484,10624
-0.059554,10634
-0.062485,10644
-0.069147,10654
-0.068081,10664
-0.06102,10674
-0.076208,10684
-0.099524,10694
-0.12244,10704
-0.141891,10714
-0.124038,10724
-0.089398,10734
-0.067015,10744
-0.058888,10754
-0.066749,10764
-0.074609,10774
-0.068614,10784
-0.073544,10794
-0.094994,10804
-0.118576,10814
-0.14802,10824
-0.142158,10834
-0.100723,10844
-0.081271,10854
-0.07008,10864
-0.059288,10874
-0.072345,10884
-0.073943,10894
-0.059021,10904
-0.07008,10914
-0.093662,10924
-0.115245,10934
-0.125904,10944
-0.106851,10954
-0.079939,10964
-0.067282,10974
-0.062885,10984
-0.078473,10994
-0.087666,11004
-0.091397,11014
-0.10059,11024
-0.100989,11034
-0.096326,11044
-0.094861,11054
-0.091796,11064
-0.074609,11074
-0.051694,11084
-0.033308,11094
-0.027312,11104
-0.038904,11114
-0.051827,11124
-0.045032,11134
-0.039037,11144
-0.036372,11154
-0.029444,11164
-0.022916,11174
-0.011991,11184
0.004397,11194
0.004397,11204
-0.007994,11214
-0.019452,11224
-0.02558,11234
-0.020784,11244
-0.021184,11254
-0.02185,11264
-0.013989,11274
-0.003464,11284
0.010925,11294
0.018786,11304
0.018386,11314
0.006129,11324
0.003198,11334
0.006528,11344
0.010925,11354
0.009859,11364
0.012257,11374
0.029577,11384
0.038904,11394
0.035173,11404
0.034507,11414
0.039303,11424
0.042234,11434
0.047297,11444
0.044632,11454
0.037571,11464
0.033441,11474
0.031709,11484
0.032775,11494
0.025047,11504
0.026913,11514
0.032908,11524
0.031842,11534
0.035706,11544
0.037704,11554
0.041835,11564
0.062352,11574
0.069946,11584
0.073277,11594
0.066083,11604
0.054625,11614
0.040902,11624
0.031176,11634
0.033841,11644
0.031443,11654
0.041968,11664
0.065017,11674
0.081138,11684
0.096326,11694
0.095127,11704
0.077141,11714
0.061553,11724
0.053692,11734
0.050361,11744
0.047164,11754
0.045565,11764
0.045565,11774
0.055557,11784
0.075409,11794
0.093262,11804
0.115778,11814
0.113113,11824
0.096193,11834
0.082737,11844
0.075009,11854
0.077674,11864
0.072744,11874
0.066616,11884
0.071145,11894
0.078873,11904
0.106052,11914
0.119242,11924
0.120708,11934
0.102855,11944
0.089265,11954
0.090464,11964
0.07834,11974
0.059954,11984
0.040236,11994
0.03504,12004
0.058222,12014
0.07874,12024
0.088732,12034
0.092196,12044
0.113113,12054
0.134697,12064
0.13976,12074
0.130433,12084
0.120041,12094
0.12657,12104
0.128701,12114
0.117243,12124
0.102322,12134
0.096992,12144
0.108583,12154
0.107518,12164
0.108583,12174
0.116844,12184
0.126436,12194
0.144423,12204
0.150951,12214
0.15215,12224
0.153482,12234
0.157213,12244
0.142424,12254
0.122839,12264
0.100856,12274
0.095793,12284
0.110582,12294
0.107384,12304
0.09939,12314
0.114845,12324
0.12657,12334
0.130433,12344
0.125237,12354
0.114712,12364
0.114979,12374
0.11338,12384
0.111381,12394
0.113913,12404
0.112181,12414
0.112714,12424
0.108317,12434
0.117377,12444
0.118842,12454
0.110182,12464
0.107651,12474
0.109116,12484
0.109649,12494
0.113247,12504
0.106718,12514
0.101922,12524
0.103387,12534
0.102322,12544
0.108184,12554
0.107784,12564
0.10432,12574
0.102588,12584
0.103521,12594
0.09939,12604
0.084868,12614
0.071678,12624
0.075276,12634
0.073144,12644
0.074476,12654
0.062619,12664
0.064084,12674
0.078473,12684
0.087,12694
0.087266,12704
0.096459,12714
0.109649,12724
0.108184,12734
0.097126,12744
0.09113,12754
0.088732,12764
0.104587,12774
0.105786,12784
0.09113,12794
0.085801,12804
0.09193,12814
0.104187,12824
0.113646,12834
0.106718,12844
0.103521,12854
0.112047,12864
0.132832,12874
0.132698,12884
0.104453,12894
0.089798,12904
0.093129,12914
0.096859,12924
0.083802,12934
0.071812,12944
0.066882,12954
0.076208,12964
0.10432,12974
0.114446,12984
